,bathrooms,bedrooms,longitude,latitude,price
44109,2.5,3,-73.9746,40.7479,8795
6684,1.0,1,-73.9484,40.7699,2550
37609,1.0,1,-73.9243,40.8663,1650
10668,1.0,2,-73.9678,40.754,3200
46552,1.0,1,-73.9833,40.7834,2350
17641,1.0,1,-73.9497,40.8298,2300
20106,2.0,4,-73.9418,40.8376,3895
12003,2.0,2,-73.9937,40.7637,2995
22896,1.0,3,-73.9546,40.8011,3200
4989,1.0,1,-73.9523,40.7805,3200
42210,1.0,0,-74.0034,40.7275,2025
7313,1.0,1,-73.9822,40.7406,3395
29501,1.0,2,-73.9901,40.7601,3495
2505,1.0,0,-74.0047,40.7334,3250
34646,1.0,1,-74.0047,40.7334,5350
5218,1.0,1,-73.9241,40.7454,2300
2266,1.0,2,-73.9515,40.7779,3700
20573,1.0,0,-73.9875,40.7318,2895
4419,1.0,1,-73.952,40.7168,3450
33803,1.0,0,-73.9739,40.7479,2395
42915,2.0,5,-73.9856,40.7286,11000
28341,1.0,1,-73.9518,40.7831,2250
44134,1.0,2,-73.9697,40.756,3100
25010,1.0,0,-73.8691,40.8579,1225
8963,1.0,0,-73.9864,40.73,2700
10765,1.0,1,-73.9785,40.7655,3350
30336,1.0,4,-73.9356,40.8468,2795
14914,1.0,2,-74.0113,40.7024,3540
15390,1.0,3,-73.961,40.8007,2950
29249,2.0,2,-73.9676,40.7951,4599
37744,1.0,1,-74.0042,40.7163,3150
37568,1.0,0,-73.9504,40.7729,2200
39991,1.0,3,-73.9712,40.7594,4325
20805,1.0,1,-73.9444,40.7802,3295
47289,1.5,2,-73.9628,40.7633,4300
32727,1.0,1,-73.9789,40.7491,3800
12157,1.0,2,-73.9414,40.844,2550
4089,1.0,1,-73.9551,40.7748,3000
29205,1.0,2,-73.9973,40.7565,3000
17075,1.0,2,-73.9888,40.7695,3000
16067,1.0,4,-74.0067,40.7094,7090
46847,1.0,0,-73.9368,40.7505,2050
47831,1.0,0,-74.005,40.7324,2500
40159,1.0,0,-73.9531,40.7176,2562
3138,1.0,1,-73.9996,40.7289,2900
45497,1.0,1,-73.9812,40.735,2790
16950,2.0,1,-73.9695,40.7518,4795
42236,1.0,1,-73.9695,40.753,4395
7036,1.0,1,-73.9813,40.7676,5175
32916,1.0,1,-73.9362,40.8454,1883
17294,2.0,2,-74.0182,40.7091,7195
28279,1.0,2,-73.967,40.7653,4000
15349,1.0,1,-74.0011,40.7265,2205
37633,1.5,2,-73.9628,40.7633,4300
16941,1.0,3,-73.9622,40.7996,4000
43837,1.0,1,-74.0241,40.6324,1500
40438,1.0,1,-73.988,40.7784,3750
10550,1.0,2,-73.9486,40.8217,1900
37736,1.0,2,-73.9901,40.7675,3095
9036,1.0,2,-74.0092,40.7061,3103
19368,1.0,2,-73.9759,40.7415,3250
28805,2.0,2,-73.9928,40.7551,4995
7551,1.0,0,-73.9927,40.7301,3150
29295,2.5,4,-73.9653,40.7579,10000
3826,2.0,2,-73.9476,40.7652,7500
20051,2.0,2,-73.9622,40.7752,7000
6028,1.0,0,-73.9865,40.7301,2775
27352,1.0,2,-73.9509,40.7794,3750
34619,1.0,1,-73.9868,40.764,2350
49023,1.0,1,-74.0015,40.7383,3195
35815,1.0,1,-73.9534,40.768,3695
5459,1.0,0,-73.968,40.7673,2300
8552,2.0,2,-73.9209,40.7583,3200
24655,1.0,1,-74.0048,40.7321,4195
9096,1.0,2,-73.9865,40.7348,3900
38007,2.0,2,-73.9898,40.7238,4195
17121,1.0,1,-73.9667,40.7947,3400
39194,1.0,1,-73.9504,40.7159,2800
6492,1.0,2,-74.0047,40.7171,5395
20152,1.0,0,-73.956,40.7133,2450
18800,2.0,1,-73.9914,40.7032,5488
24656,1.0,3,-73.9898,40.7618,4950
34281,1.0,1,-73.9562,40.7694,2850
35871,1.0,0,-74.0089,40.7045,3162
44030,0.0,2,-74.0025,40.7308,6400
19599,1.0,1,-73.9436,40.769,2300
20101,1.0,2,-74.0032,40.7344,4200
3602,2.0,2,-74.0014,40.6776,4500
12785,1.0,2,-73.967,40.7653,4000
22776,0.0,1,-73.9413,40.7515,2280
37602,2.0,4,-73.9678,40.7902,6000
24421,1.0,3,-73.9381,40.8497,3000
36969,1.0,0,-73.987,40.7682,2400
31989,1.0,1,-73.94800000000002,40.7731,2750
6789,1.0,0,-73.9501,40.7706,1950
21075,1.0,2,-73.9457,40.8234,1900
9972,1.0,1,-73.9937,40.743,3600
37769,1.0,0,-74.0161,40.7053,2700
31849,1.0,1,-73.9722,40.7513,3000
37178,1.0,1,-73.9576,40.7784,3100
18012,1.0,0,-73.9946,40.752,3125
6728,1.0,1,-73.9982,40.7568,3200
12050,4.0,4,-73.9534,40.7726,12000
32293,1.0,1,-73.9799,40.6777,2550
28540,1.0,2,-73.9876,40.722,3600
2273,1.0,2,-73.9523,40.7784,2800
12725,1.0,2,-73.9727,40.7436,3280
13657,2.0,3,-74.0086,40.7058,5000
17592,1.0,0,-73.9765,40.7489,2500
15725,1.0,1,-73.9564,40.7459,3725
14573,1.0,0,-73.9528,40.7796,2825
22002,1.0,2,-73.9837,40.7835,2525
17396,1.0,0,-73.9803,40.737,2650
32860,1.0,1,-73.9929,40.7714,4850
9573,1.0,2,-73.9607,40.7675,3350
38992,1.0,3,-73.92,40.7027,3300
39335,2.0,4,-74.0009,40.736,8495
11403,1.0,1,-73.956,40.7472,2980
15833,2.5,3,-73.9636,40.7661,10000
29293,1.5,1,-73.9834,40.78,4250
26581,1.0,2,-73.9061,40.8649,1650
24501,1.0,3,-73.9695,40.753,4400
33952,1.0,2,-73.986,40.7321,3100
14603,1.0,1,-74.0149,40.708,2500
37816,1.0,0,-74.0112,40.7076,2870
32874,1.0,2,-74.0134,40.7056,3091
43878,1.0,2,-74.0019,40.7313,2975
10219,1.0,3,-74.0148,40.7091,4600
37800,1.0,0,-73.9406,40.8292,1575
19733,1.0,1,-73.9934,40.7366,2995
26542,2.0,4,-73.9822,40.7407,6200
19566,1.0,0,-73.9581,40.6407,1700
20108,1.0,2,-73.9951,40.7606,2595
27636,1.0,0,-73.98100000000002,40.7757,2190
28769,1.0,1,-74.0157,40.7069,2590
47322,1.0,3,-73.9308,40.854,2795
10848,1.0,1,-73.9455,40.7829,2850
10337,1.0,2,-73.9676,40.7951,3600
22440,1.0,2,-73.9816,40.7283,3699
46812,1.0,2,-73.9939,40.7214,3995
29395,1.0,2,-74.0046,40.7073,2900
4942,1.0,1,-73.9942,40.6603,1825
43845,1.0,0,-73.94800000000002,40.7743,1825
5573,1.0,1,-73.9495,40.7959,2550
38430,1.0,0,-73.9885,40.7656,2900
44365,1.0,1,-73.9831,40.7273,2495
45684,1.5,1,-73.9635,40.7663,5000
3527,1.0,1,-73.9746,40.7479,3845
43753,1.0,3,-73.9883,40.7687,3650
42269,1.0,1,-73.9911,40.6909,2900
31179,1.0,1,-73.9663,40.755,2950
13232,3.0,3,-73.9491,40.7766,16800
13090,2.0,3,-73.9982,40.7568,4100
48054,1.0,0,-73.9784,40.7775,2050
15855,1.0,1,-73.8184,40.7271,1700
23895,1.0,2,-73.9969,40.7362,4695
37072,1.0,2,-73.9867,40.7471,4200
31696,2.0,3,-74.0364,40.6161,2400
27752,2.0,4,-73.9477,40.7788,5500
13008,1.0,2,-73.9803,40.7444,3200
13148,1.0,0,-73.9545,40.7802,1950
40248,2.0,3,-73.9901,40.7601,4450
14537,2.0,3,-73.9946,40.752,5903
8138,1.0,0,-73.8598,40.7274,1495
4571,1.0,1,-73.9736,40.7473,2650
26371,2.0,4,-73.9842,40.7242,8000
19659,1.0,1,-73.9743,40.7521,4950
48341,1.0,2,-73.9826,40.7302,3602
46609,1.0,1,-73.9246,40.7652,2065
31693,1.5,3,-73.9959,40.753,4900
13068,1.0,2,-73.9458,40.7817,2650
8898,1.0,1,-73.976,40.7803,3605
31995,1.0,1,-73.7969,40.7647,1750
13073,1.0,0,-73.9939,40.6988,2425
6046,2.0,2,-73.9601,40.7676,6295
6293,1.0,2,-73.9508,40.8246,2300
35399,3.0,3,-73.9776,40.7454,12000
30120,2.0,3,-73.9515,40.7779,5000
35664,1.0,1,-73.9896,40.7341,4875
37641,1.0,1,-74.0091,40.7123,4200
23217,1.0,0,-73.999,40.761,2590
39390,2.0,3,-74.0053,40.7448,6200
34651,1.0,0,-73.9964,40.744,2500
13242,1.0,2,-73.9578,40.8198,2350
40989,1.0,1,-73.9915,40.7678,3742
34061,1.0,1,-73.9526,40.7818,2800
5015,2.0,2,-74.0046,40.7073,5675
47334,1.0,2,-73.979,40.6764,3400
48357,1.0,1,-73.9572,40.6857,2300
17284,1.0,0,-73.9656,40.7575,2650
28423,1.0,2,-73.9873,40.7647,3750
44588,1.0,2,-73.9826,40.7299,3150
31015,2.0,3,-73.954,40.7753,4750
22498,1.0,2,-74.0059,40.7088,2450
39079,2.0,2,-73.9981,40.7607,4400
18465,1.0,2,-74.0031,40.7288,3000
25973,2.0,2,-73.4662,42.8724,2300
830,1.0,2,-73.9929,40.7677,3300
37601,1.0,2,-73.9528,40.8171,2300
45658,2.0,2,-74.0103,40.7053,7277
20202,1.0,1,-73.9932,40.7633,2895
24130,1.0,0,-73.969,40.7516,2450
44967,1.0,2,-73.9832,40.728,3600
1785,2.5,3,-73.9751,40.7646,10400
43463,1.0,1,-73.9935,40.7301,4200
8742,1.0,0,-73.9848,40.7635,2395
48624,1.0,4,-74.0059,40.6472,2800
37245,1.0,2,-73.9819,40.7216,3200
23859,1.0,2,-73.9531,40.8199,2300
29525,1.0,2,-74.0028,40.7233,6000
25841,1.0,1,-73.8638,40.7327,2595
22455,1.0,2,-73.9741,40.7447,3295
9174,1.0,1,-73.9865,40.6719,2900
36452,1.0,1,-73.9428,40.8346,1595
46335,1.0,0,-73.9375,40.8404,1425
4945,1.0,1,-73.9648,40.7572,3000
46246,2.0,2,-74.0412,40.7141,3476
24650,1.0,0,-73.9847,40.747,2275
28532,1.0,0,-73.9886,40.7656,2850
27415,1.0,1,-74.0157,40.7064,3300
35318,1.0,0,-73.9689,40.7602,2650
22586,1.0,1,-73.9554,40.7711,2150
23174,1.0,0,-73.9757,40.7462,2700
15082,1.0,0,-73.9886,40.7208,2150
35641,1.0,2,-73.9138,40.6999,2735
44266,1.0,2,-73.9864,40.7399,4000
27726,2.0,4,-73.9822,40.7407,7800
34020,1.0,0,-73.9628,40.7658,2300
7494,2.0,3,-73.9735,40.7438,5717
45381,2.0,2,-73.9678,40.7902,4695
19189,1.0,2,-73.9525,40.6533,2550
11389,2.0,3,-73.9756,40.789,7250
5325,1.0,1,-73.9101,40.7682,1800
34669,1.0,1,-73.952,40.7709,2400
43197,1.0,1,-73.9857,40.7358,4395
28356,1.0,0,-73.9408,40.8175,1450
29281,2.0,3,-73.9779,40.7413,6417
21833,1.0,1,-73.9892,40.6812,2195
15294,1.0,1,-73.9898,40.6599,1850
45705,1.0,0,-73.9837,40.7621,1950
26184,1.0,2,-73.9615,40.7204,4825
7075,1.0,0,-73.9876,40.7676,1575
24757,1.0,1,-73.9836,40.7798,3500
48878,1.0,0,-73.9878,40.7242,1975
42826,1.0,0,-74.0018,40.7334,2350
8110,1.0,2,-73.9819,40.7299,3695
23561,1.0,2,-73.9834,40.7278,2450
31590,1.0,2,-73.988,40.7653,2800
30678,1.0,1,-73.9543,40.6744,2600
20452,1.0,1,-73.9837,40.7835,2625
16845,1.0,2,-74.0081,40.7074,3400
8713,1.0,1,-73.952,40.7729,2800
21740,1.0,1,-73.9902,40.7342,5705
46124,1.0,2,-73.95,40.6576,1695
15818,1.0,1,-73.9504,40.7802,1900
30800,2.0,2,-74.0122,40.7074,5465
41387,1.0,2,-73.9812,40.7449,3200
41320,1.0,1,-73.9416,40.8163,1850
16307,1.0,1,-73.97399999999998,40.7538,2714
48718,1.0,0,-73.9885,40.7656,3000
23425,1.0,2,-73.9663,40.8014,3600
44020,1.0,0,-73.9864,40.7708,3662
644,1.5,2,-73.9784,40.7448,4250
12891,1.0,1,-73.9891,40.7239,2175
35079,1.5,1,-73.9528,40.7818,3578
19562,1.0,1,-73.9505,40.771,2595
34433,1.0,1,-73.9704,40.8005,2500
42879,1.0,0,-73.9776,40.7454,2700
24971,1.0,1,-73.9373,40.843,1825
18647,1.0,1,-73.8538,40.7313,1950
24601,1.0,2,-73.9484,40.7104,2810
28048,1.0,1,-74.0165,40.7109,2475
7753,2.0,3,-73.9705,40.7893,4425
12994,1.0,0,-73.9773,40.7448,2190
2912,2.0,2,-73.9761,40.7937,4300
19587,0.0,1,-73.9951,40.6925,2695
22129,1.0,2,-74.0088,40.706,3789
39560,1.0,2,-74.0031,40.7288,3150
32198,1.0,0,-73.8592,40.7261,1300
40894,1.0,0,-73.9827,40.7797,2450
36952,1.0,1,-73.9689,40.7602,3350
48440,1.5,2,-73.9549,40.6928,2840
40144,1.0,3,-73.9539,40.7721,4000
42035,1.0,3,-73.961,40.8007,2950
42367,2.0,2,-73.9677,40.7902,4395
1896,1.0,1,-73.9958,40.753,3425
18639,1.0,2,-73.9741,40.7447,3295
18394,1.0,1,-73.9488,40.7897,2350
40203,1.0,1,-73.9216,40.833,1450
20689,1.0,1,-73.9536,40.7775,2500
23753,1.0,1,-74.0018,40.7268,2750
20898,1.0,2,-73.9477,40.7739,2895
46685,1.0,4,-73.9784,40.6664,3400
30968,1.0,0,-74.0143,40.71,2500
47393,1.0,1,-74.0085,40.7174,3300
10184,1.0,2,-74.0157,40.7069,3400
1011,1.0,2,-73.9801,40.7207,3508
29741,1.5,3,-73.9734,40.7488,4800
23351,1.0,2,-73.9913,40.7585,3500
20726,1.0,0,-73.9642,40.7636,1995
8516,1.0,1,-73.9818,40.7407,2550
7400,1.0,1,-73.9484,40.7792,2225
25235,2.0,3,-73.984,40.7241,5200
43810,1.0,1,-73.9817,40.7311,3930
27027,1.0,2,-73.9675,40.7943,4925
35890,1.0,1,-73.9832,40.7645,2400
48304,1.0,1,-73.9497,40.7618,2495
41673,1.0,3,-73.9826,40.7302,4750
45313,3.0,3,-73.9861,40.7721,12000
40220,1.0,3,-73.9809,40.7278,4590
43846,1.0,2,-73.9992,40.7284,3500
14835,1.0,2,-73.9599,40.814,2700
4549,1.0,2,-73.9484,40.7812,2850
36285,2.0,3,-73.9727,40.7436,4280
34275,1.0,2,-73.9982,40.7568,3400
11238,1.0,3,-73.9366,40.844,2350
23695,1.0,0,-73.9838,40.7587,2100
34317,1.0,0,-73.9871,40.7278,1580
11767,2.5,1,-74.0086,40.7121,6395
30589,1.0,1,-73.9794,40.6881,3461
31019,1.0,0,-73.9772,40.7655,2295
45913,1.0,1,-73.9775,40.7473,2775
9937,1.0,1,-73.9949,40.7419,3800
21550,1.0,3,-73.9794,40.645,2650
10601,1.0,1,-73.98899999999998,40.7595,2725
11754,1.0,0,-73.9566,40.8198,1750
27231,1.0,2,-73.987,40.7261,4295
37576,1.0,3,-73.9392,40.8021,2995
19899,1.0,1,-73.9851,40.6887,2795
32643,1.0,1,-73.9496,40.7709,2075
17456,1.0,0,-74.0069,40.7074,2650
2619,1.0,2,-73.9512,40.7761,2775
19454,1.0,1,-73.9809,40.7278,2390
31311,2.0,3,-73.9692,40.7921,5500
11061,1.0,1,-73.9267,40.7626,2395
9429,1.0,4,-74.02199999999998,40.7573,6200
5780,1.0,1,-74.0165,40.7109,2475
18914,1.0,2,-73.9569,40.8036,3100
16269,1.0,2,-73.9509,40.825,1900
34598,1.0,3,-73.9506,40.7929,2475
37900,1.0,1,-73.9785,40.7655,3400
74,2.0,2,-74.0058,40.7087,4600
43324,1.0,2,-73.9827,40.7299,3100
47908,1.0,1,-73.9915,40.7233,4275
48352,1.0,1,-73.9773,40.7621,3050
7068,1.0,1,-73.97399999999998,40.7538,2795
21674,1.0,1,-73.9381,40.8497,1795
16776,1.0,0,-73.9813,40.7724,2650
23804,1.0,2,-73.9826,40.7302,3500
25173,1.0,1,-73.9917,40.7709,3175
28545,1.0,1,-73.9774,40.7399,2800
8280,1.0,1,-74.0056,40.7354,2789
25512,1.0,1,-73.95100000000002,40.7766,2695
46974,1.0,0,-73.977,40.7488,2500
39525,1.0,1,-73.9663,40.755,2650
39370,1.0,1,-73.9973,40.7565,3200
39357,1.0,0,-73.94800000000002,40.7798,1850
37676,2.0,2,-73.9916,40.7452,6700
40233,1.0,0,-73.9822,40.7406,2695
38149,1.0,0,-73.9986,40.7614,2800
33428,2.0,3,-73.9475,40.7742,4675
26364,1.0,1,-73.9775,40.7473,2775
17606,1.0,1,-73.9608,40.7689,3800
19285,1.0,2,-73.9834,40.7278,2500
20369,1.0,1,-74.0001,40.7276,2795
10464,1.0,2,-73.9865,40.7338,3400
28682,1.0,1,-73.947,40.7774,2600
18150,1.0,0,-73.9994,40.7298,3250
15525,1.0,0,-74.0065,40.7097,3000
29921,1.0,2,-73.9514,40.7712,3000
3304,1.0,3,-73.943,40.8442,2400
16197,2.0,2,-74.0046,40.7073,5565
46152,1.0,0,-73.9901,40.7601,2150
19211,1.0,1,-73.9592,40.7727,2850
39240,1.0,1,-73.9886,40.7656,3675
1472,1.0,2,-74.0054,40.7076,3435
49209,2.0,3,-74.0069,40.7074,6100
37445,1.0,2,-74.0058,40.7087,4057
18620,1.0,3,-73.9656,40.8,4000
29033,1.0,2,-73.9789,40.6816,3350
26351,1.0,3,-73.9695,40.753,4500
40296,1.0,1,-73.9143,40.6842,1800
7963,1.0,3,-73.9901,40.726,6500
7464,1.0,3,-73.9494,40.8307,2950
46877,1.0,2,-73.9721,40.7513,3300
6755,1.0,0,-73.9504,40.7729,2100
27633,2.0,3,-73.9733,40.7964,4625
19007,1.0,1,-73.9835,40.7775,3895
39483,1.0,2,-73.9792,40.7799,3700
9260,1.0,1,-73.9416,40.8366,1900
34419,1.0,1,-74.0018,40.7268,2750
8451,1.0,1,-73.94800000000002,40.7731,2900
19499,1.0,3,-73.9519,40.826,2500
38561,1.0,2,-74.0057,40.7084,2993
18540,2.0,4,-73.9978,40.7612,6100
42713,1.0,0,-73.95100000000002,40.7752,2390
6421,1.0,2,-73.97399999999998,40.7446,3295
19614,2.0,3,-73.9837,40.7307,5000
12184,1.0,2,-73.9839,40.7316,3650
21027,1.0,1,-74.0046,40.7329,4495
41094,1.0,2,-73.9773,40.785,2865
2888,2.0,4,-73.9787,40.7269,5700
4952,1.0,2,-74.0048,40.7908,3450
22935,1.0,0,-74.0096,40.7141,3960
36353,1.0,2,-74.0031,40.7288,2875
33504,2.0,3,-73.9659,40.7928,4900
24943,2.0,2,-73.9732,40.7866,5600
15588,3.0,4,-73.9625,40.7575,8200
42200,1.0,0,-73.9929,40.7714,3000
44925,1.0,1,-73.9524,40.7817,2325
24928,2.0,4,-73.9825,40.7208,9990
32517,1.0,1,-73.9784,40.726,2895
38835,1.0,1,-73.9556,40.776,4000
25024,3.5,3,-73.9846,40.7756,11000
44329,1.0,0,-73.9528,40.7796,2695
38128,2.0,2,-73.9545,40.7172,6115
9782,2.0,5,-74.008,40.7148,9499
26698,1.0,1,-73.9834,40.7677,3650
18600,1.0,0,-73.9531,40.7176,2700
33412,1.0,1,-74.0086,40.7121,3995
35268,1.0,1,-73.9667,40.7638,2395
37154,1.0,2,-73.9556,40.776,5000
10821,1.0,3,-73.9939,40.7632,2750
36411,1.0,1,-74.0111,40.7061,3500
4804,1.0,1,-73.9763,40.7791,2295
20197,1.0,2,-73.9376,40.8452,2400
16029,1.0,2,-73.9601,40.7635,2500
45299,1.0,2,-74.0113,40.7075,3258
27047,1.0,1,-73.9621,40.7669,4600
13262,1.0,1,-73.9444,40.7802,3295
45473,2.0,1,-73.9805,40.7617,5500
3975,2.0,3,-73.983,40.6969,3572
33008,1.5,3,-73.9497,40.7618,3990
7064,2.0,2,-73.9909,40.7448,6426
32847,1.0,3,-74.0033,40.7433,3550
20110,1.0,0,-73.9507,40.773,2199
24120,1.0,0,-73.9971,40.6951,2300
1724,1.0,1,-73.9548,40.7785,2500
23373,1.0,1,-74.0031,40.7473,4400
10849,1.0,0,-73.9757,40.7462,2600
5058,1.0,1,-73.9785,40.7457,4195
48901,2.0,2,-73.9536,40.7775,3000
36885,1.0,1,-73.9861,40.6785,3640
19250,1.0,3,-74.0096,40.7141,4575
33919,2.0,3,-73.952,40.7709,3400
40096,1.0,1,-73.9564,40.7459,3450
24353,2.0,2,-73.9789,40.7356,5648
47339,1.0,1,-73.9488,40.7898,2350
5151,1.0,3,-73.9591,40.764,4475
44402,2.0,2,-73.9821,40.7368,4995
36660,1.0,1,-73.9504,40.7868,4695
26707,1.0,1,-73.9774,40.7444,2900
38483,1.0,2,-73.987,40.7604,3300
48995,1.0,1,-73.9861,40.7608,3550
41193,1.0,2,-73.9727,40.7436,3634
16896,1.0,2,-73.961,40.7987,3100
20976,1.0,0,-73.9688,40.789,2300
39257,2.0,4,-73.9725,40.7436,6000
30799,1.0,2,-73.9487,40.7805,2700
28492,1.0,0,-73.94800000000002,40.7723,2200
43413,1.0,1,-73.9974,40.7608,4000
39200,2.0,3,-74.0088,40.706,5895
3213,2.0,4,-73.9876,40.7104,5500
35453,1.0,0,-73.9516,40.7767,1995
15002,1.0,1,-74.0059,40.7075,3145
7554,1.0,0,-73.9875,40.7494,2575
40284,1.0,0,-73.9527,40.7681,2965
16200,1.0,0,-73.9544,40.7681,1850
26416,1.0,2,-73.9488,40.7897,2995
31426,1.0,1,-73.9699,40.5972,1550
43988,1.0,0,-73.9989,40.7611,2800
19964,1.0,0,-73.9845,40.7242,2595
14963,1.0,2,-74.0065,40.7079,3200
10049,1.0,1,-73.9567,40.7696,2800
29489,1.0,1,-73.9964,40.7198,3499
13485,1.0,0,-74.0122,40.7074,2658
28235,1.0,3,-73.9774,40.7257,4995
43397,2.0,3,-74.0001,40.7344,6400
36585,1.0,0,-73.9864,40.73,2825
1671,1.0,1,-73.9418,40.79,1650
26540,1.0,4,-73.9282,40.7026,4000
41969,1.0,0,-73.9464,40.7805,2488
32640,1.0,1,-73.94800000000002,40.7723,2400
15124,1.0,0,-73.9915,40.7678,3104
29124,1.5,5,-73.9515,40.7793,4995
24805,2.0,2,-73.9506,40.7716,5450
4604,2.0,4,-73.9845,40.7454,7400
6897,2.0,2,-73.9947,40.7461,5200
9665,1.0,2,-73.99,40.7601,3495
24303,2.0,3,-73.9849,40.7404,5400
26585,1.0,2,-73.9798,40.7255,3650
12842,2.0,2,-74.0059,40.7075,4775
29538,1.0,2,-74.0022,40.7505,3700
33145,2.0,2,-73.9838,40.77,5988
4916,1.0,0,-73.9807,40.7873,1975
18609,1.0,2,-73.9548,40.7764,2800
35617,1.0,0,-73.95100000000002,40.7723,2785
15910,1.0,2,-73.9458,40.8367,1700
39843,1.0,1,-73.969,40.7549,2895
8202,1.5,2,-73.9969,40.742,5920
3270,2.0,2,-73.9763,40.7878,4500
3189,1.0,2,-74.0092,40.7094,3300
8532,1.0,1,-73.9547,40.6001,1550
31288,1.0,1,-73.9743,40.7439,3395
1676,1.0,0,-73.9865,40.7337,2700
38321,1.0,2,-73.9841,40.7273,4125
32801,1.0,1,-73.943,40.8327,1925
950,1.0,2,-73.9772,40.7412,3050
826,1.0,0,-73.9851,40.7437,3500
42063,1.0,1,-73.943,40.8442,1750
11177,1.0,1,-73.9916,40.7452,4085
12290,1.0,1,-73.9824,40.7222,3500
33240,1.0,1,-73.9862,40.7513,3300
47191,2.0,4,-73.9836,40.7319,5720
11142,1.0,2,-73.9517,40.8006,2500
23002,1.0,2,-73.9539,40.8031,3000
9057,1.0,2,-74.0066,40.7084,2950
11427,2.0,3,-73.9962,40.7593,5195
43971,1.0,3,-73.9081,40.6896,1850
6338,2.0,2,-74.0148,40.716,7495
19441,1.0,1,-73.8275,40.711,1650
29007,2.0,3,-73.9636,40.755,4150
5422,1.0,1,-73.9622,40.7582,3200
22185,1.0,2,-73.9575,40.7149,3650
48127,1.0,2,-73.9427,40.8342,1850
48454,1.0,3,-73.9831,40.7377,4500
40665,1.5,4,-73.9528,40.8226,3695
25356,1.0,2,-73.9632,40.7631,3995
5693,2.0,3,-73.9479,40.7795,5200
8918,1.0,1,-73.9958,40.7233,3495
2251,1.0,3,-73.92,40.7027,3200
11772,1.0,2,-73.9569,40.7697,3950
8106,1.0,1,-73.9979,40.7218,3000
23495,3.0,3,-73.952,40.786,6200
45677,1.0,0,-73.9467,40.7769,1950
47574,1.0,0,-73.9912,40.7443,3700
30560,1.0,2,-73.9571,40.773,2800
6424,2.0,3,-73.9851,40.7388,5850
40636,2.0,2,-73.9919,40.7436,7350
34476,1.0,2,-73.9572,40.6524,1950
7787,1.0,0,-73.954,40.7753,2395
27061,1.0,1,-73.9668,40.6905,2600
8120,1.0,1,-73.9441,40.7449,2600
16145,1.0,1,-73.926,40.7664,2099
37191,1.0,3,-73.9741,40.7447,4595
5730,1.0,0,-74.0077,40.7065,3279
34863,1.0,1,-73.9549,40.7888,5000
14422,1.0,1,-74.0059,40.7075,3650
30903,1.0,1,-73.9824,40.7817,2750
10543,1.0,2,-73.9807,40.7213,3000
21977,1.0,1,-73.917,40.8698,1800
6796,2.0,2,-73.9755,40.7351,5581
30986,1.0,0,-73.9466,40.8193,1700
14292,2.0,4,-73.9765,40.7489,6195
17816,1.0,4,-73.9777,40.7852,2750
19148,2.0,3,-74.0057,40.7084,4940
32274,1.0,1,-73.9741,40.7447,2595
43145,0.0,0,-73.9879,40.7636,975
22792,2.0,3,-73.9266,40.6719,2250
36369,1.0,0,-73.9977,40.7423,2200
3051,1.0,2,-73.9486,40.8217,3300
34181,1.0,0,-74.0143,40.7088,2500
22079,1.0,2,-73.9579,40.76300000000001,2750
7201,1.0,1,-73.9425,40.7937,1800
45383,1.0,1,-73.9867,40.7471,4500
8236,2.0,4,-73.9422,40.7866,3650
628,1.0,0,-73.9776,40.7461,2100
19954,1.0,0,-73.9942,40.7301,2400
26497,1.0,2,-73.9076,40.7736,2295
34095,1.0,0,-74.0006,40.7383,2525
45517,1.0,1,-73.9531,40.7176,3192
23282,1.0,1,-73.9729,40.7385,3200
15466,2.0,2,-73.9861,40.7721,8095
47940,1.0,1,-73.9055,40.8591,1275
4379,2.0,2,-73.94800000000002,40.7815,4100
15778,1.0,1,-73.9595,40.781,4950
41578,2.0,3,-73.9747,40.7483,7000
9022,1.5,3,-74.005,40.7304,5295
17090,2.0,4,-73.9513,40.8274,3995
44984,1.0,2,-73.9905,40.7644,4295
48575,1.0,1,-73.9302,40.7012,2495
35804,1.0,1,-73.8273,40.7114,2200
10525,2.0,4,-73.9779,40.7413,6200
41129,1.0,2,-73.9867,40.7219,4095
13947,1.0,0,-73.9628,40.7633,2750
41963,1.0,1,-73.9971,40.7439,3300
21245,1.0,1,-73.9494,40.6754,2100
40709,1.0,3,-73.9859,40.7379,5200
14046,2.0,3,-73.9481,40.7957,3800
15544,1.0,1,-73.9148,40.8712,1550
30365,1.0,1,-73.9503,40.7845,2600
15253,1.0,2,-73.9844,40.7267,3400
7836,1.0,0,-73.9485,40.7705,1895
31459,1.0,3,-73.9578,40.8198,3150
36059,1.0,2,-74.0095,40.7054,4100
28619,1.0,1,-73.9812,40.7716,3695
27576,2.0,3,-73.9444,40.7802,5295
1519,1.0,3,-73.9731,40.7492,6500
3695,2.0,2,-73.9763,40.7878,5200
4973,1.0,1,-73.9712,40.7595,3595
31448,1.0,3,-73.9809,40.7443,5100
18612,1.0,0,-74.0095,40.7054,2915
12707,1.0,1,-73.9816,40.7654,3250
36255,1.0,1,-73.9531,40.7176,3195
21087,1.0,2,-73.9942,40.7611,3600
2407,1.0,2,-73.9772,40.7412,3000
45400,1.0,1,-73.9642,40.7583,3495
41551,2.0,2,-73.9705,40.7957,4850
10640,2.0,3,-73.9717,40.7516,5000
33476,1.0,2,-74.0065,40.7081,2650
